"school_name","county","total","n_ed","n_ell","n_swd","race","count"
"NEW UTRECHT HIGH SCHOOL","KINGS",3406,2763,651,577,"black",98
"NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCE MATH AND SCIENCE III","KINGS",397,327,17,56,"black",316
"NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE","BRONX",496,390,31,72,"black",206
"NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE II","BRONX",556,477,52,107,"black",228
"NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES (THE)","BRONX",526,437,35,116,"black",174
"NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES II","BRONX",486,384,79,103,"black",181
"NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III","KINGS",239,180,7,47,"black",211
"NEW VISIONS CHARTER HS-HUMANITIES IV","QUEENS",190,150,2,36,"black",114
"NEW VISIONS CHTR HS-ADV MA/SCI IV","QUEENS",471,367,13,79,"black",336
"NEW VOICES SCHOOL OF ACADEMIC AND CREATIVE ARTS","KINGS",579,168,10,130,"black",42
"NEW WORLD HIGH SCHOOL","BRONX",385,369,265,27,"black",48
"NEW YORK CENTER FOR AUTISM CHARTER SCHOOL","NEW YORK",39,36,1,39,"black",7
"NEW YORK CITY ACADEMY FOR DISCOVERY","QUEENS",360,304,65,82,"black",21
"NEW YORK CITY MONTESSORI CHARTER SCHOOL","BRONX",281,243,50,75,"black",85
"NEW YORK FRENCH-AMERICAN CHARTER SCHOOL","NEW YORK",282,200,62,37,"black",180
"NEWCOMER ACADEMY AT LAFAYETTE","ERIE",260,251,237,2,"black",127
"NEWCOMERS HIGH SCHOOL","QUEENS",823,728,640,7,"black",8
"NEWTOWN HIGH SCHOOL","QUEENS",1767,1376,403,247,"black",140
"NORTH COLLINS ELEMENTARY SCHOOL","ERIE",288,117,3,38,"black",0
"NORTH COLLINS JUNIOR-SENIOR HIGH SCHOOL","ERIE",274,112,3,57,"black",5
"NORTH PARK COMMUNITY SCHOOL #50","ERIE",31,12,2,13,"black",7
"NORTH QUEENS COMMUNITY HIGH SCHOOL","QUEENS",169,128,8,35,"black",77
"NORTHEAST COLLEGE PREPARATORY HIGH SCHOOL","MONROE",568,524,64,121,"black",355
"NORTHSIDE CHARTER HIGH SCHOOL","KINGS",389,303,22,80,"black",58
"NORTHSIDE SCHOOL","MONROE",545,92,37,65,"black",8
"NORTHSIDE SCHOOL","MONROE",635,165,0,72,"black",18
"NORTHWEST COLLEGE PREPARATORY HIGH SCHOOL","MONROE",261,249,31,102,"black",154
"NORTHWOOD ELEMENTARY SCHOOL","ERIE",850,184,21,63,"black",25
"NORTHWOOD ELEMENTARY SCHOOL","MONROE",850,184,21,63,"black",25
"NORTHWOOD ELEMENTARY SCHOOL","ERIE",494,272,32,68,"black",67
"NORTHWOOD ELEMENTARY SCHOOL","MONROE",494,272,32,68,"black",67
"NY CENTER FOR AUTISM CS - BRONX","BRONX",20,16,1,20,"black",8
"NYC CHARTER HS-ARCHITECTURE, ENGINEERING, CONSTRUCTION INDUSTRIES","BRONX",444,415,46,93,"black",186
"NYC CHARTER SCHOOL OF THE ARTS","NEW YORK",273,125,2,61,"black",104
"NYC ISCHOOL","NEW YORK",463,159,5,81,"black",68
"NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES","NEW YORK",471,131,3,96,"black",17
"NYC LAB MS FOR COLLABORATIVE STUDIES","NEW YORK",563,198,9,83,"black",7
"NYC MUSEUM SCHOOL","NEW YORK",451,256,4,96,"black",59
"OCEAN HILL COLLEGIATE CHARTER SCHOOL","KINGS",387,319,11,63,"black",325
"ODYSSEY ACADEMY","MONROE",1030,661,27,141,"black",163
"OLYMPIA HIGH SCHOOL","MONROE",1065,747,42,144,"black",227
"OLYMPUS ACADEMY","KINGS",189,161,3,43,"black",169
"ONE WORLD MIDDLE SCHOOL AT EDENWALD","BRONX",341,302,22,97,"black",191
"OPPORTUNITY CHARTER SCHOOL","NEW YORK",485,433,61,299,"black",230
"ORCHARD PARK HIGH SCHOOL","ERIE",1490,194,3,182,"black",15
"ORCHARD PARK MIDDLE SCHOOL","ERIE",1142,176,9,184,"black",8
"ORIGINS HIGH SCHOOL","KINGS",408,334,108,55,"black",138
"OUR WORLD NEIGHBORHOOD CHARTER SCHOOL","QUEENS",734,546,43,89,"black",41
"OUR WORLD NEIGHBORHOOD CS 2","QUEENS",95,66,6,14,"black",51
"PACE HIGH SCHOOL","NEW YORK",577,458,16,118,"black",194
"PADDY HILL ELEMENTARY SCHOOL","MONROE",561,224,25,19,"black",41
"PAN AMERICAN INTERNATIONAL HIGH SCHOOL","QUEENS",414,358,344,12,"black",1
"PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE","BRONX",436,432,371,15,"black",2
"PARK EAST HIGH SCHOOL","NEW YORK",390,317,16,72,"black",98
"PARK ROAD SCHOOL","MONROE",419,18,0,65,"black",16
"PARK SLOPE COLLEGIATE","KINGS",703,467,50,158,"black",238
"PARKDALE ELEMENTARY SCHOOL","ERIE",614,96,1,87,"black",5
"PARKSIDE PREPARATORY ACADEMY","KINGS",473,426,52,94,"black",363
"PATHWAYS ACADEMY","ERIE",248,214,29,71,"black",160
"PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL","QUEENS",579,440,18,85,"black",486
"PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL","KINGS",573,422,13,117,"black",473
"PAUL ROAD SCHOOL","MONROE",393,169,1,52,"black",64
"PAULA HEDBAVNY SCHOOL","NEW YORK",554,377,83,119,"black",14
"PAVE ACADEMY CHARTER SCHOOL","KINGS",478,429,45,107,"black",188
"PECK SLIP SCHOOL (THE)","NEW YORK",434,61,7,95,"black",20
"PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT","BRONX",327,287,48,76,"black",56
"PELHAM GARDENS MIDDLE SCHOOL","BRONX",474,363,42,115,"black",256
"PELHAM LAB HIGH SCHOOL","BRONX",458,349,69,110,"black",100
"PELHAM PREPARATORY ACADEMY","BRONX",514,382,31,129,"black",131
"PENFIELD SENIOR HIGH SCHOOL","MONROE",1377,306,7,152,"black",69
"PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL","QUEENS",315,265,24,40,"black",216
"PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL","KINGS",389,353,68,87,"black",232
"PERSISTENCE PREP ACADEMY CHARTER SCH","ERIE",102,87,0,0,"black",87
"PINE BROOK ELEMENTARY SCHOOL","MONROE",561,205,14,50,"black",52
"PINEHURST ELEMENTARY SCHOOL","ERIE",638,98,0,75,"black",4
"PIONEER ACADEMY","QUEENS",901,858,337,211,"black",7
"PITTSFORD SUTHERLAND HIGH SCHOOL","MONROE",929,51,5,114,"black",32
"PITTSFORD-MENDON HIGH SCHOOL","MONROE",1036,41,0,91,"black",33
"PLANK ROAD NORTH ELEMENTARY SCHOOL","MONROE",524,151,19,27,"black",20
"PLANK ROAD SOUTH ELEMENTARY SCHOOL","MONROE",604,84,19,32,"black",20
"PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL","QUEENS",577,419,15,100,"black",519
"PROFESSIONAL PATHWAYS HIGH SCHOOL","KINGS",210,166,7,46,"black",55
"PROFESSIONAL PERFORMING ARTS HIGH SCHOOL","NEW YORK",563,207,1,92,"black",116
"PROFESSOR JUAN BOSCH PUBLIC SCHOOL","NEW YORK",285,193,31,72,"black",6
"PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS","KINGS",667,570,135,143,"black",181
"PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL","BRONX",214,197,15,41,"black",20
"PS 1 ALFRED E SMITH","NEW YORK",267,211,56,84,"black",46
"PS 1 BERGEN (THE)","KINGS",1073,908,455,207,"black",9
"PS 1 COURTLANDT SCHOOL","BRONX",556,538,156,160,"black",128
"PS 100 CONEY ISLAND SCHOOL (THE)","KINGS",781,392,163,144,"black",22
"PS 100 GLEN MORRIS","QUEENS",879,536,78,182,"black",61
"PS 100 ISAAC CLASON","BRONX",514,435,43,178,"black",142
"PS 101 SCHOOL IN THE GARDENS","QUEENS",652,98,24,103,"black",19
"PS 101 VERRAZANO (THE)","KINGS",872,549,184,234,"black",11
"PS 102 BAYVIEW","QUEENS",1250,1055,172,193,"black",38
"PS 102 BAYVIEW (THE)","KINGS",1422,889,191,294,"black",15
"PS 102 JACQUES CARTIER","NEW YORK",237,229,26,74,"black",75
"PS 103 HECTOR FONTANEZ","BRONX",1013,903,179,257,"black",468
"PS 104 BAYS WATER (THE)","QUEENS",585,472,78,132,"black",237
"PS 105 BAY SCHOOL (THE)","QUEENS",801,705,41,268,"black",486
"PS 105 BLYTHEBOURNE (THE)","KINGS",1424,1274,631,113,"black",5
"PS 105 SENATOR ABRAHAM BERNSTEIN","BRONX",980,902,264,205,"black",108
"PS 106","QUEENS",190,183,18,63,"black",119
"PS 106 EDWARD EVERETT HALE","KINGS",372,357,113,120,"black",39
"PS 106 PARKCHESTER","BRONX",1052,816,175,242,"black",256
"PS 107","BRONX",516,508,60,208,"black",160
"PS 107 JOHN W KIMBALL","KINGS",553,53,16,87,"black",23
"PS 107 THOMAS A DOOLEY","QUEENS",862,651,217,148,"black",14
"PS 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX","NEW YORK",411,371,31,150,"black",136
"PS 108 CAPT VINCENT G FOWLER","QUEENS",1374,1121,134,244,"black",80
"PS 108 PHILIP J ABINANTI","BRONX",574,445,76,95,"black",26
"PS 108 SAL ABBRACCIAMENTO","KINGS",840,682,90,236,"black",79
"PS 109","KINGS",552,466,28,160,"black",435
"PS 109 SEDGWICK","BRONX",565,518,141,136,"black",104
"PS 11 HIGHBRIDGE","BRONX",553,512,132,150,"black",164
"PS 11 KATHRYN PHELAN","QUEENS",966,638,207,204,"black",16
"PS 11 PURVIS J BEHAN","KINGS",828,345,12,94,"black",523
"PS 11 WILLIAM T HARRIS","NEW YORK",860,272,28,144,"black",51
"PS 110","QUEENS",894,829,368,183,"black",2
"PS 110 FLORENCE NIGHTINGALE","NEW YORK",342,194,8,49,"black",36
"PS 110 THE MONITOR","KINGS",469,126,39,52,"black",8
"PS 110 THEODORE SCHOENFELD","BRONX",387,378,70,99,"black",137
"PS 111 ADOLPH S OCHS","NEW YORK",361,212,38,93,"black",51
"PS 111 JACOB BLACKWELL","QUEENS",311,285,37,103,"black",155
"PS 111 SETON FALLS","BRONX",608,547,35,180,"black",367
"PS 112 BRONXWOOD","BRONX",371,352,20,87,"black",196
"PS 112 DUTCH KILLS","QUEENS",395,337,64,61,"black",88
"PS 112 JOSE CELSO BARBOSA","NEW YORK",271,217,61,117,"black",62
"PS 112 LEFFERTS PARK","KINGS",663,469,147,134,"black",2
"PS 114 LUIS LORENS TORRES SCHOOL","BRONX",717,686,213,159,"black",159
"PS 114 RYDER ELEMENTARY","KINGS",482,385,67,125,"black",386
"PS 115 ALEXANDER HUMBOLDT","NEW YORK",414,400,119,91,"black",3
"PS 115 DANIEL MUCATEL SCHOOL","KINGS",813,518,71,165,"black",662
"PS 115 GLEN OAKS","QUEENS",720,275,46,94,"black",39
"PS 116 ELIZABETH L FARRELL","KINGS",356,323,99,88,"black",14
"PS 116 MARY LINDLEY MURRAY","NEW YORK",450,157,22,85,"black",47
"PS 117 J KELD/BRIARWOOD SCHOOL","QUEENS",907,614,126,194,"black",85
"PS 118 LORRAINE HANSBERRY","QUEENS",421,312,37,93,"black",311
"PS 119","BRONX",773,656,221,146,"black",78
"PS 119 AMERSFORT","KINGS",414,300,35,76,"black",247
"PS 12 JAMES B COLGATE","QUEENS",1161,1010,345,191,"black",1
"PS 120","QUEENS",939,699,378,134,"black",4
"PS 120 CARLOS TAPIA","KINGS",348,304,61,91,"black",68
"PS 121","QUEENS",848,667,38,114,"black",142
"PS 121 NELSON A ROCKEFELLER","KINGS",340,226,76,96,"black",12
"PS 121 THROOP","BRONX",793,566,39,159,"black",436
"PS 122 MAMIE FAY","QUEENS",1327,639,99,123,"black",52
"PS 123","QUEENS",620,522,46,132,"black",350
"PS 123 MAHALIA JACKSON","NEW YORK",420,402,77,122,"black",209
"PS 123 SUYDAM","KINGS",544,514,193,100,"black",12
"PS 124 OSMOND A CHURCH","QUEENS",1133,697,82,157,"black",215
"PS 124 SILAS B DUTCHER","KINGS",265,187,53,64,"black",7
"PS 124 YUNG WING","NEW YORK",614,339,169,84,"black",0
"PS 125 RALPH BUNCHE","NEW YORK",249,177,5,53,"black",99
"PS 126 DR MARJORIE H DUNBAR","BRONX",512,486,149,100,"black",115
"PS 126 JACOB AUGUST RIIS","NEW YORK",691,533,105,151,"black",58
"PS 127 AEROSPACE SCIENCE MAGNET","QUEENS",1224,1058,348,227,"black",121
"PS 127 MCKINLEY PARK","KINGS",502,410,116,124,"black",3
"PS 128 AUDUBON","NEW YORK",521,482,127,123,"black",18
"PS 128 BENSONHURST","KINGS",466,397,211,94,"black",5
"PS 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY","QUEENS",953,267,32,140,"black",6
"PS 129 JOHN H FINLEY","NEW YORK",353,328,30,110,"black",177
"PS 129 PATRICIA LARKIN","QUEENS",1079,821,237,176,"black",17
"PS 13 CLEMENT C MOORE","QUEENS",1519,1133,449,230,"black",127
"PS 13 ROBERTO CLEMENTE","KINGS",416,393,40,118,"black",272
"PS 130","QUEENS",385,172,53,75,"black",13
"PS 130 ABRAM STEVENS HEWITT","BRONX",402,361,81,129,"black",91
"PS 130 HERNANDO DE SOTO","NEW YORK",821,382,136,145,"black",8
"PS 130 THE PARKSIDE","KINGS",769,296,64,183,"black",44
"PS 131","KINGS",913,789,293,197,"black",11
"PS 131 ABIGAIL ADAMS","QUEENS",745,673,117,91,"black",41
"PS 132 CONSELYEA SCHOOL (THE)","KINGS",683,293,49,103,"black",102
"PS 132 GARRETT A MORGAN","BRONX",351,323,50,97,"black",163
"PS 132 JUAN PABLO DUARTE","NEW YORK",241,212,109,64,"black",5
"PS 132 RALPH BUNCHE","QUEENS",337,257,14,81,"black",304
"PS 133","QUEENS",535,310,43,95,"black",35
"PS 133 FRED R MOORE","NEW YORK",198,185,22,97,"black",84
"PS 133 WILLIAM A BUTLER","KINGS",700,240,37,123,"black",178
"PS 134","KINGS",584,517,95,87,"black",21
"PS 134 GEORGE F BRISTOW","BRONX",572,560,101,122,"black",222
"PS 134 HENRIETTA SZOLD","NEW YORK",260,242,23,123,"black",67
"PS 134 HOLLIS","QUEENS",317,231,41,65,"black",234
"PS 135 SHELDON A BROOKNER","KINGS",480,417,41,71,"black",390
"PS 136 ROY WILKINS","QUEENS",536,387,32,88,"black",457
"PS 138","KINGS",510,448,43,114,"black",414
"PS 138 SAMUEL RANDALL","BRONX",594,521,49,149,"black",162
"PS 139 ALEXINE A FENTY","KINGS",887,718,139,178,"black",219
"PS 139 REGO PARK","QUEENS",735,447,158,130,"black",18
"PS 14 FAIRVIEW","QUEENS",1575,1315,533,303,"black",35
"PS 14 SENATOR JOHN CALANDRA","BRONX",579,395,40,142,"black",35
"PS 140 EDWARD K ELLINGTON","QUEENS",447,403,29,95,"black",295
"PS 140 NATHAN STRAUS","NEW YORK",373,324,44,142,"black",49
"PS 140 THE EAGLE SCHOOL","BRONX",567,546,54,148,"black",216
"PS 142 AMALIA CASTRO","NEW YORK",304,292,26,122,"black",43
"PS 143 LOUIS ARMSTRONG","QUEENS",1364,1294,777,333,"black",14
"PS 144 COL JEROMUS REMSEN","QUEENS",849,190,43,126,"black",10
"PS 145 ANDREW JACKSON","KINGS",480,434,86,90,"black",24
"PS 145 BLOOMINGDALE SCHOOL (THE)","NEW YORK",343,275,43,110,"black",90
"PS 146","KINGS",642,215,28,217,"black",119
"PS 146 ANN M SHORT","NEW YORK",333,326,64,148,"black",79
"PS 146 EDWARD COLLINS","BRONX",336,328,43,88,"black",134
"PS 146 HOWARD BEACH","QUEENS",590,291,13,148,"black",8
"PS 147 ISSAC REMSEN","KINGS",308,233,45,67,"black",55
"PS 148","QUEENS",729,577,242,156,"black",5
"PS 149 CHRISTA MCAULIFFE","QUEENS",971,744,366,197,"black",12
"PS 149 DANNY KAYE","KINGS",582,548,43,144,"black",336
"PS 149 SOJOURNER TRUTH","NEW YORK",211,208,40,61,"black",125
"PS 15 INSTITUTE FOR ENVIRONMENTAL LEARNING","BRONX",475,375,53,105,"black",55
"PS 15 JACKIE ROBINSON","QUEENS",398,302,16,74,"black",355
"PS 15 PATRICK F DALY","KINGS",400,309,24,151,"black",149
"PS 15 ROBERTO CLEMENTE","NEW YORK",158,131,8,36,"black",44
"PS 150","QUEENS",172,30,4,25,"black",1
"PS 150","NEW YORK",172,30,4,25,"black",1
"PS 150","QUEENS",981,526,163,130,"black",10
"PS 150","NEW YORK",981,526,163,130,"black",10
"PS 150 CHARLES JAMES FOX","BRONX",749,704,179,188,"black",150
"PS 150 CHRISTOPHER","KINGS",154,148,10,58,"black",94
"PS 151 LYNDON B JOHNSON","KINGS",259,245,87,56,"black",30
"PS 151 MARY D CARTER","QUEENS",332,310,34,104,"black",90
"PS 152 DYCKMAN VALLEY","NEW YORK",495,461,141,111,"black",15
"PS 152 EVERGREEN","BRONX",815,741,218,223,"black",136
"PS 152 GWENDOLYN N ALLEYNE SCHOOL","QUEENS",946,725,250,135,"black",4
"PS 153 ADAM CLAYTON POWELL","NEW YORK",491,444,156,79,"black",86
"PS 153 HELEN KELLER","BRONX",605,371,10,76,"black",346
"PS 153 HOMECREST","KINGS",487,390,134,120,"black",7
"PS 153 MASPETH ELEMENTARY","QUEENS",1086,708,109,208,"black",9
"PS 154","QUEENS",629,496,103,131,"black",58
"PS 154 HARRIET TUBMAN","NEW YORK",237,228,44,74,"black",126
"PS 154 JONATHAN D HYATT","BRONX",298,288,28,75,"black",126
"PS 155","QUEENS",497,447,32,83,"black",110
"PS 155 WILLIAM PACA","NEW YORK",219,214,94,87,"black",19
"PS 156 LAURELTON","QUEENS",219,150,14,37,"black",195
"PS 156 WAVERLY","KINGS",595,539,11,146,"black",468
"PS 157 GROVE HILL","BRONX",580,556,50,136,"black",171
"PS 158 BAYLARD TAYLOR","NEW YORK",726,95,43,120,"black",16
"PS 158 WARWICK","KINGS",476,427,40,105,"black",226
"PS 159","QUEENS",610,290,111,95,"black",7
"PS 159 ISAAC PITKIN","KINGS",751,643,141,139,"black",210
"PS 159 LUIS MUMOZ MARIN BILING","BRONX",195,171,59,36,"black",23
"PS 16 LEONARD DUNKLY","KINGS",213,192,7,75,"black",78
"PS 16 NANCY DEBENEDITTIS SCHOOL (THE)","QUEENS",1511,1316,675,302,"black",2
"PS 16 WAKEFIELD","BRONX",301,280,34,78,"black",139
"PS 160 WALT DISNEY","BRONX",334,238,14,97,"black",201
"PS 160 WALTER FRANCIS BISHOP","QUEENS",558,450,62,121,"black",269
"PS 160 WILLIAM T SAMPSON","KINGS",1276,1111,772,176,"black",5
"PS 161 ARTHUR ASHE SCHOOL","QUEENS",579,495,62,80,"black",38
"PS 161 CROWN (THE)","KINGS",328,302,26,94,"black",263
"PS 161 PEDRO ALBIZU CAMPOS","NEW YORK",805,766,192,220,"black",165
"PS 161 PONCE DE LEON","BRONX",391,380,66,119,"black",83
"PS 162 JOHN GOLDEN","QUEENS",647,398,131,103,"black",11
"PS 163 ALFRED E SMITH","NEW YORK",516,262,27,106,"black",96
"PS 163 ARTHUR A SCHOMBERG","BRONX",453,446,171,126,"black",162
"PS 163 BATH BEACH","KINGS",605,502,126,129,"black",11
"PS 163 FLUSHING HEIGHTS","QUEENS",744,595,317,119,"black",7
"PS 164 CAESAR RODNEY","KINGS",649,534,85,131,"black",8
"PS 164 QUEENS VALLEY","QUEENS",646,479,94,125,"black",33
"PS 165 EDITH K BERGTRAUM","QUEENS",686,467,83,178,"black",77
"PS 165 IDA POSNER","KINGS",154,149,3,57,"black",122
"PS 165 ROBERT E SIMON","NEW YORK",397,269,49,88,"black",54
"PS 166 HENRY GRADSTEIN","QUEENS",964,641,142,120,"black",41
"PS 166 RICHARD ROGERS SCHOOL OF THE ARTS & SCIENCE (THE)","NEW YORK",638,99,15,67,"black",27
"PS 169 BAY TERRACE","QUEENS",393,142,28,72,"black",19
"PS 169 SUNSET PARK","KINGS",1412,1303,653,271,"black",14
"PS 17","ERIE",348,319,42,103,"black",201
"PS 17 HENRY D WOODWORTH","KINGS",272,195,60,104,"black",13
"PS 17 HENRY DAVID THOREAU","QUEENS",531,379,134,121,"black",58
"PS 170","BRONX",233,199,62,51,"black",54
"PS 171 PATRICK HENRY","NEW YORK",706,502,19,168,"black",197
"PS 171 PETER G VAN ALST","QUEENS",416,389,89,105,"black",121
"PS 172 BEACON SCHOOL OF EXCELLENCE","KINGS",543,462,143,187,"black",22
"PS 173","NEW YORK",408,345,64,93,"black",13
"PS 173 FRESH MEADOW","QUEENS",929,521,109,160,"black",15
"PS 174 WILLIAM SIDNEY MOUNT","QUEENS",652,228,76,71,"black",19
"PS 175 CITY ISLAND","BRONX",311,161,11,64,"black",28
"PS 175 HENRY H GARNET","NEW YORK",299,283,41,72,"black",166
"PS 175 LYNN GROSS DISCOVERY SCHOOL (THE)","QUEENS",763,431,71,129,"black",8
"PS 176 CAMBRIA HEIGHTS","QUEENS",704,471,6,90,"black",519
"PS 176 OVINGTON","KINGS",1295,1109,296,167,"black",6
"PS 177 MARLBORO (THE)","KINGS",907,700,313,180,"black",7
"PS 178 DR SELMAN WAKSMAN","BRONX",414,322,19,95,"black",248
"PS 178 SAINT CLAIR MCKELWAY","KINGS",275,242,20,65,"black",208
"PS 179","BRONX",279,267,68,72,"black",43
"PS 179 KENSINGTON","KINGS",783,657,335,148,"black",28
"PS 18 EDWARD BUSH","KINGS",178,149,26,72,"black",36
"PS 18 JOHN PETER ZENGER","BRONX",530,529,157,166,"black",135
"PS 18 PARK TERRACE","NEW YORK",350,326,94,77,"black",7
"PS 18 WINCHESTER","QUEENS",547,324,63,93,"black",75
"PS 180 HUGO NEWMAN","NEW YORK",435,318,37,102,"black",233
"PS 181","KINGS",612,485,89,130,"black",510
"PS 181 BROOKFIELD","QUEENS",295,194,11,84,"black",219
"PS 182","BRONX",714,624,59,148,"black",163
"PS 182 SAMANTHA SMITH","QUEENS",714,678,263,139,"black",86
"PS 183 DR RICHARD R GREEN","QUEENS",447,420,34,172,"black",273
"PS 183 ROBERT L STEVENSON","NEW YORK",519,62,34,94,"black",14
"PS 184 FLUSHING MANOR","QUEENS",485,238,59,92,"black",1
"PS 184 NEWPORT","KINGS",494,488,20,149,"black",344
"PS 184 SHUANG WEN","NEW YORK",639,443,99,117,"black",27
"PS 185 EARLY CHILDHOOD DISCOVERY AND DESIGN MAGNET SCHOOL (THE)","NEW YORK",298,264,19,83,"black",174
"PS 185 WALTER KASSENBROCK","KINGS",635,279,42,124,"black",8
"PS 186 CASTLEWOOD","QUEENS",344,123,4,106,"black",47
"PS 186 DR IRVING A GLADSTONE","KINGS",1057,810,360,198,"black",2
"PS 188 ISLAND SCHOOL (THE)","NEW YORK",389,371,30,145,"black",128
"PS 188 KINGSBURY","QUEENS",686,176,19,72,"black",9
"PS 188 MICHAEL E BERDY","KINGS",360,320,29,103,"black",176
"PS 189","NEW YORK",668,624,183,146,"black",9
"PS 189 BILINGUAL CENTER (THE)","KINGS",1050,948,181,171,"black",741
"PS 19 ASHER LEVY","NEW YORK",238,176,8,102,"black",50
"PS 19 JUDITH K WEISS","BRONX",527,281,50,90,"black",33
"PS 19 MARINO JEANTET","QUEENS",1893,1690,1039,431,"black",8
"PS 190 SHEFFIELD","KINGS",163,155,6,28,"black",122
"PS 191 AMSTERDAM","NEW YORK",475,373,36,134,"black",167
"PS 191 MAYFLOWER","QUEENS",346,226,48,45,"black",12
"PS 191 PAUL ROBESON","KINGS",148,143,10,45,"black",116
"PS 192 JACOB H SCHIFF","NEW YORK",345,315,114,84,"black",30
"PS 192 MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY","KINGS",610,506,178,143,"black",11
"PS 193 ALFRED J KENNEDY","QUEENS",510,173,35,94,"black",4
"PS 193 GIL HODGES","KINGS",682,488,129,158,"black",288
"PS 194 COUNTEE CULLEN","NEW YORK",188,186,31,60,"black",104
"PS 194 RAOUL WALLENBERG","KINGS",499,449,68,153,"black",236
"PS 195","BRONX",839,777,274,198,"black",111
"PS 195 MANHATTAN BEACH","KINGS",469,144,79,38,"black",6
"PS 195 WILLIAM HABERLE","QUEENS",480,406,11,89,"black",432
"PS 196","BRONX",851,755,300,197,"black",119
"PS 196 GRAND CENTRAL PARKWAY","QUEENS",1009,271,66,147,"black",22
"PS 196 TEN EYCK","KINGS",284,251,30,79,"black",59
"PS 197 JOHN B RUSSWURM","NEW YORK",263,248,17,89,"black",160
"PS 197 KINGS HIGHWAY ACADEMY (THE)","KINGS",696,442,220,133,"black",65
"PS 197 OCEAN SCHOOL (THE)","QUEENS",445,427,98,122,"black",186
"PS 198","KINGS",377,310,6,90,"black",314
"PS 198 ISADOR E IDA STRAUS","NEW YORK",429,176,25,107,"black",48
"PS 199 FREDERICK WACHTEL","KINGS",527,442,158,135,"black",32
"PS 199 JESSIE ISADOR STRAUS","NEW YORK",821,114,20,163,"black",37
"PS 199 MAURICE A FITZGERALD","QUEENS",719,498,255,150,"black",16
"PS 199 THE SHAKESPEARE SCHOOL","BRONX",666,657,195,149,"black",178
"PS 2 ALFRED ZIMBERG","QUEENS",566,413,90,116,"black",21
"PS 2 MEYER LONDON","NEW YORK",458,429,152,122,"black",36
"PS 20 ANNA SILVER","NEW YORK",439,302,62,120,"black",56
"PS 20 CLINTON HILL","KINGS",429,267,23,75,"black",198
"PS 20 JOHN BOWNE","QUEENS",1118,1003,399,169,"black",45
"PS 20 PO GEORGE J WERDAN III","BRONX",968,931,251,292,"black",109
"PS 200 BENSON SCHOOL","KINGS",1333,1094,367,191,"black",13
"PS 200 JAMES MCCUNE SMITH SCHOOL (THE)","NEW YORK",314,292,35,105,"black",199
"PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE)","QUEENS",442,321,41,123,"black",171
"PS 202 ERNEST S JENKYNS","KINGS",305,293,38,85,"black",181
"PS 203 FLOYD BENNETT SCHOOL","KINGS",587,411,57,155,"black",428
"PS 203 OAKLAND GARDENS","QUEENS",858,367,134,89,"black",14
"PS 204 MORRIS HEIGHTS","BRONX",598,517,78,145,"black",166
"PS 204 VINCE LOMBARDI","KINGS",1090,794,152,200,"black",4
"PS 205 ALEXANDER GRAHAM BELL","QUEENS",279,79,17,57,"black",11
"PS 205 CLARION","KINGS",1248,837,300,260,"black",16
"PS 205 FIORELLO LAGUARDIA","BRONX",936,844,225,214,"black",110
"PS 206 HORACE HARDING SCHOOL (THE)","QUEENS",582,447,161,79,"black",82
"PS 206 JOSE CELSO BARBOSA","NEW YORK",476,384,69,214,"black",116
"PS 206 JOSEPH F LAMB","KINGS",1517,1072,361,200,"black",23
"PS 207","BRONX",306,279,89,74,"black",30
"PS 207 ELIZABETH G LEARY","KINGS",1145,547,46,230,"black",389
"PS 207 ROCKWOOD PARK","QUEENS",605,178,5,138,"black",9
"PS 208 ELSA EBELING","KINGS",327,288,11,100,"black",294
"PS 209","BRONX",243,231,61,82,"black",47
"PS 209 CLEARVIEW GARDENS","QUEENS",542,214,43,83,"black",4
"PS 209 MARGARET MEAD","KINGS",668,494,143,202,"black",19
"PS 21 CRISPUS ATTUCKS","KINGS",486,363,10,119,"black",420
"PS 21 EDWARD HART","QUEENS",1259,960,330,168,"black",12
