"school_name","county","total","n_amind","n_asian","n_black","n_hisp","n_white","n_multi","n_ed","n_ell","n_swd"
"URBAN ACADEMY LABORATORY HIGH SCHOOL","NEW YORK",138,0,9,47,44,35,3,80,1,22
"URBAN ACTION ACADEMY","KINGS",264,0,7,202,30,25,0,210,63,44
"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW","NEW YORK",331,1,20,113,186,10,1,275,12,68
"URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (THE)","BRONX",586,4,4,188,373,16,1,533,80,174
"URBAN ASSEMBLY CS - COMPUTER SCIENCE","BRONX",112,2,4,38,65,1,2,102,10,29
"URBAN ASSEMBLY FOR THE PERFORMING ARTS","NEW YORK",384,1,3,187,181,3,9,320,26,94
"URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY","NEW YORK",456,4,29,141,248,31,3,265,16,102
"URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN","KINGS",505,4,51,313,74,56,7,422,37,84
"URBAN ASSEMBLY MAKER ACADEMY","NEW YORK",390,3,32,107,192,43,13,303,15,79
"URBAN ASSEMBLY NEW YORK HARBOR SCHOOL","NEW YORK",532,6,40,91,216,142,37,295,11,124
"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE","BRONX",604,4,3,178,415,2,2,571,77,174
"URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS","BRONX",530,3,2,159,357,9,0,448,94,136
"URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE","KINGS",336,9,44,115,148,10,10,258,63,40
"URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE","KINGS",547,4,263,79,108,86,7,503,68,87
"URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT","NEW YORK",263,3,16,75,159,8,2,223,8,58
"URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE (THE)","NEW YORK",253,1,3,125,115,7,2,216,28,73
"URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS (THE)","NEW YORK",303,2,7,86,177,26,5,259,43,72
"URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE","KINGS",439,5,10,292,120,8,4,309,9,77
"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES","NEW YORK",413,3,10,136,248,8,8,364,22,64
"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN","NEW YORK",180,2,9,91,67,6,5,154,13,34
"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION","NEW YORK",314,2,17,70,216,8,1,256,36,82
"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATERS EDGE (THE)","KINGS",211,0,1,157,48,3,2,185,8,51
"URBAN ASSEMBLY UNISON SCHOOL (THE)","KINGS",161,1,4,132,22,2,0,132,12,60
"URBAN CHOICE CHARTER SCHOOL","MONROE",396,0,4,282,73,16,21,358,15,38
"URBAN DOVE TEAM CHARTER SCHOOL","KINGS",293,11,0,209,69,4,0,253,10,128
"URBAN DOVE TEAM CHARTER SCHOOL II","BRONX",98,0,0,31,65,2,0,95,14,41
"URBAN INSTITUTE OF MATHEMATICS","BRONX",377,3,12,53,255,53,1,276,19,79
"URBAN SCHOLARS COMMUNITY SCHOOL","BRONX",268,3,4,122,136,2,1,256,45,85
"VALIDUS PREPARATORY ACADEMY","BRONX",358,0,2,114,237,2,3,326,53,101
"VAN SICLEN COMMUNITY MIDDLE SCHOOL","KINGS",313,0,6,219,74,14,0,291,31,125
"VANGUARD COLLEGIATE HIGH SCHOOL","MONROE",620,0,16,365,196,40,3,587,135,149
"VANGUARD HIGH SCHOOL","NEW YORK",422,2,23,104,248,29,16,310,13,108
"VERITAS ACADEMY","QUEENS",569,3,77,73,345,53,18,401,44,107
"VERONICA E CONNOR MIDDLE SCHOOL","ERIE",657,1,16,7,28,573,32,173,5,114
"VERTUS CHARTER SCHOOL","MONROE",281,2,1,202,63,13,0,281,15,54
"VICTORY COLLEGIATE HIGH SCHOOL","KINGS",349,3,7,289,35,14,1,267,22,92
"VILLAGE ACADEMY","QUEENS",376,2,6,213,148,6,1,310,62,89
"VILLAGE ELEMENTARY SCHOOL","MONROE",927,0,1,27,62,813,24,375,0,96
"VILLAGE ELEMENTARY SCHOOL","MONROE",414,0,177,6,23,192,16,41,35,41
"VISTA ACADEMY","KINGS",473,11,27,112,312,7,4,454,52,102
"VOICE CHARTER SCHOOL OF NEW YORK","QUEENS",684,13,88,86,428,53,16,544,120,133
"VOYAGES PREP-SOUTH QUEENS","QUEENS",257,10,17,178,45,5,2,175,0,26
"VOYAGES PREPARATORY","QUEENS",212,3,16,30,153,7,3,151,9,20
"W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL","KINGS",369,3,9,241,104,8,4,334,33,122
"WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ARTS","NEW YORK",311,5,2,162,128,7,7,254,10,75
"WALES PRIMARY SCHOOL","ERIE",237,0,0,0,3,227,7,68,0,49
"WALT DISNEY SCHOOL","MONROE",448,3,32,70,77,242,24,240,25,21
"WALTON AVENUE SCHOOL (THE)","BRONX",494,6,2,76,397,10,3,465,108,119
"WASHINGTON HEIGHTS ACADEMY","NEW YORK",539,1,11,10,507,9,1,469,70,104
"WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL","NEW YORK",836,1,10,28,766,26,5,679,140,190
"WATERFRONT SCHOOL","ERIE",763,7,152,344,151,78,31,710,229,166
"WATERSIDE CHILDREN'S STUDIO SCHOOL","QUEENS",464,7,29,108,209,92,19,335,41,92
"WATERSIDE SCHOOL FOR LEADERSHIP","QUEENS",245,2,8,129,83,19,4,216,23,68
"WAVE PREPARATORY ELEMENTARY SCHOOL","QUEENS",496,5,8,191,289,1,2,446,98,98
"WEBSTER-SCHROEDER HIGH SCHOOL","MONROE",1350,3,48,59,99,1123,18,321,17,160
"WEST BRONX ACADEMY FOR THE FUTURE","BRONX",613,1,12,109,482,7,2,579,75,163
"WEST BROOKLYN COMMUNITY HIGH SCHOOL","KINGS",225,0,11,36,155,23,0,172,16,90
"WEST BUFFALO CHARTER SCHOOL","ERIE",450,3,129,121,99,73,25,396,110,48
"WEST ELEMENTARY SCHOOL","ERIE",360,0,11,44,92,204,9,132,18,39
"WEST ELEMENTARY SCHOOL","ERIE",660,2,4,10,25,599,20,186,0,86
"WEST END SECONDARY SCHOOL","NEW YORK",431,0,29,24,86,279,13,82,2,98
"WEST HERTEL ELEMENTARY SCHOOL","ERIE",725,2,157,317,137,91,21,669,252,109
"WEST MIDDLE SCHOOL","ERIE",895,0,52,116,669,50,8,810,245,181
"WEST MIDDLE SCHOOL","ERIE",825,4,7,14,30,741,29,346,0,149
"WEST MIDDLE SCHOOL","ERIE",592,2,21,146,73,285,65,414,1,108
"WEST PREP ACADEMY","NEW YORK",198,2,1,102,87,6,0,169,18,66
"WEST RIDGE ELEMENTARY SCHOOL","MONROE",266,0,11,92,67,79,17,224,35,48
"WEST SENECA EAST SENIOR HIGH SCHOOL","ERIE",843,4,21,52,30,725,11,354,8,122
"WEST SENECA WEST SENIOR HIGH SCHOOL","ERIE",1245,7,9,38,55,1106,30,474,0,183
"WESTCHESTER SQUARE ACADEMY","BRONX",551,4,36,135,314,62,0,450,53,125
"WESTERN NEW YORK MARITIME CHARTER SCHOOL","ERIE",450,5,8,169,148,98,22,353,44,79
"WESTMINSTER COMMUNITY CHARTER SCHOOL","ERIE",553,0,26,491,20,6,10,461,4,0
"WHEATLAND-CHILI HIGH SCHOOL","MONROE",343,3,5,58,27,238,12,173,4,45
"WHIN MUSIC COMMUNITY CHARTER SCHOOL","NEW YORK",139,0,3,35,83,12,6,97,23,31
"WILLIAM C MUNN SCHOOL","MONROE",367,0,22,39,30,256,20,180,39,52
"WILLIAM CULLEN BRYANT HIGH SCHOOL","QUEENS",2343,19,608,162,1203,323,28,1973,421,351
"WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL","KINGS",417,4,13,243,99,54,4,371,28,166
"WILLIAM STREET SCHOOL","ERIE",1249,2,28,16,48,1116,39,305,10,214
"WILLIAMSBURG CHARTER HIGH SCHOOL","KINGS",936,4,7,255,656,14,0,788,61,179
"WILLIAMSBURG COLLEGIATE CHARTER SCHOOL","KINGS",333,1,2,95,232,2,1,282,17,60
"WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN","KINGS",580,6,13,165,354,37,5,468,19,133
"WILLIAMSBURG PREPARATORY SCHOOL","KINGS",685,2,21,106,484,63,9,551,32,149
"WILLIAMSVILLE EAST HIGH SCHOOL","ERIE",1007,5,176,19,27,742,38,133,5,78
"WILLIAMSVILLE NORTH HIGH SCHOOL","ERIE",1414,3,147,57,56,1103,48,290,14,186
"WILLIAMSVILLE SOUTH HIGH SCHOOL","ERIE",889,2,53,44,52,705,33,184,2,99
"WILLINK MIDDLE SCHOOL","MONROE",977,1,25,31,46,844,30,204,3,94
"WILLOW RIDGE ELEMENTARY SCHOOL","ERIE",321,1,10,67,13,210,20,148,0,22
"WINCHESTER ELEMENTARY SCHOOL","ERIE",353,1,1,21,17,292,21,221,0,62
"WINDERMERE BLVD SCHOOL","ERIE",681,2,81,164,37,357,40,360,94,93
"WINDOM ELEMENTARY SCHOOL","ERIE",582,0,6,8,11,531,26,148,0,103
"WINDSOR TERRACE SCHOOL (THE)","KINGS",552,0,38,18,97,364,35,91,17,110
"WINGS ACADEMY","BRONX",458,2,2,261,180,6,7,407,21,136
"WOMEN'S ACADEMY OF EXCELLENCE","BRONX",242,4,28,91,81,38,0,220,51,49
"WOODROW WILSON ELEMENTARY SCHOOL","ERIE",281,1,6,21,16,217,20,181,10,38
"WOODSIDE COMMUNITY SCHOOL (THE)","QUEENS",292,3,103,1,163,18,4,229,82,49
"WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH","KINGS",251,1,10,182,53,4,1,232,35,51
"WORLD JOURNALISM PREPARATORY:  A COLLEGE BOARD SCHOOL","QUEENS",588,2,98,23,224,226,15,358,11,112
"WORLD VIEW HIGH SCHOOL","BRONX",544,5,7,124,391,5,12,422,136,100
"YORK EARLY COLLEGE ACADEMY","QUEENS",657,61,172,336,58,7,23,466,5,79
"YORKVILLE COMMUNITY SCHOOL","NEW YORK",428,2,26,70,100,208,22,177,19,91
"YORKVILLE EAST MIDDLE SCHOOL","NEW YORK",230,1,15,20,53,133,8,69,3,63
"YOUNG LEADERS ELEMENTARY SCHOOL","BRONX",209,0,0,35,169,4,1,205,84,73
"YOUNG VOICES ACADEMY OF THE BRONX","BRONX",396,2,49,34,253,57,1,329,83,62
"YOUNG WOMEN'S COLLEGE PREP CHARTER","MONROE",356,0,4,210,89,34,19,294,34,38
"YOUNG WOMEN'S LEADERSHIP SCHOOL","NEW YORK",479,3,38,123,283,16,16,383,11,99
"YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN","KINGS",384,4,13,177,165,19,6,309,33,79
"YOUNG WOMEN'S LEADERSHIP SCHOOL OF QUEENS","QUEENS",549,15,212,224,64,14,20,394,9,86
"YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX","BRONX",543,6,16,176,328,10,7,461,25,101
"YOUNG WOMENS LEADERSHIP SCHOOL","QUEENS",580,6,194,45,234,99,2,465,20,83
"ZETA CHARTER SCHOOL - BRONX 1","BRONX",184,0,1,82,99,1,1,168,25,39
"ZETA CHARTER SCHOOL - INWOOD 1","NEW YORK",167,1,2,21,132,9,2,144,32,38
